"Ligand"	"Receptor"	"known"	"Source"	"Databases"	"Evidence"	"PMIDs"
"Bmp4_Acvr2b"	"Bmp4"	"Acvr2b"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Bmp4_Bmpr1a"	"Bmp4"	"Bmpr1a"	"known"	"DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8006002,11241215,8702914,7644468"
"Bmp4_Bmpr1b"	"Bmp4"	"Bmpr1b"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8006002,11282024,8702914,7811286"
"Bmp4_Bmpr2"	"Bmp4"	"Bmpr2"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7673243,7644468,8702914"
"Bmp5_Acvr1"	"Bmp5"	"Acvr1"	"known"	"DLRP,HPMR.Receptor"	"putative "	""	""
"Bmp5_Acvr2a"	"Bmp5"	"Acvr2a"	"known"	"DLRP,HPMR.Receptor"	"putative "	""	""
"Bmp5_Acvr2b"	"Bmp5"	"Acvr2b"	"known"	"DLRP,HPMR.Receptor"	"putative "	""	""
"Bmp5_Bmpr1a"	"Bmp5"	"Bmpr1a"	"known"	"DLRP,HPRD,HPMR.Receptor"	"literature"	"supported"	"11580864"
"Bmp5_Bmpr1b"	"Bmp5"	"Bmpr1b"	"known"	"DLRP,HPMR.Receptor"	"putative "	""	""
"Bmp5_Bmpr2"	"Bmp5"	"Bmpr2"	"known"	"DLRP,HPMR.Receptor"	"putative "	""	""
"Bmp6_Acvr1"	"Bmp6"	"Acvr1"	"known"	"DLRP,HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12297674"
"Bmp6_Acvr2a"	"Bmp6"	"Acvr2a"	"known"	"DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10504300"
"Bmp6_Acvr2b"	"Bmp6"	"Acvr2b"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Bmp6_Bmpr1a"	"Bmp6"	"Bmpr1a"	"known"	"DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12297674,10504300,11401330"
"Bmp6_Bmpr1b"	"Bmp6"	"Bmpr1b"	"known"	"DLRP,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10504300,11401330"
"Bmp6_Bmpr2"	"Bmp6"	"Bmpr2"	"known"	"DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11401330"
"Bmp7_Acvr1"	"Bmp7"	"Acvr1"	"known"	"DLRP,HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12297674,8006002"
"Bmp7_Acvr2a"	"Bmp7"	"Acvr2a"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7790373,9748228,12667445"
"Bmp7_Acvr2b"	"Bmp7"	"Acvr2b"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9748228"
"Bmp7_Bmpr1a"	"Bmp7"	"Bmpr1a"	"known"	"DLRP,HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12297674,7791754,8605097"
"Bmp7_Bmpr1b"	"Bmp7"	"Bmpr1b"	"known"	"DLRP,HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10631182,8605097"
"Bmp7_Bmpr2"	"Bmp7"	"Bmpr2"	"known"	"DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7791754"
"Bmp7_Eng"	"Bmp7"	"Eng"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9872992"
"Bst1_Cav1"	"Bst1"	"Cav1"	"novel"	"HPRD,"	"literature"	"supported"	"11866528"
"Btc_Egfr"	"Btc"	"Egfr"	"known"	"DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8144591,9528863"
"Btc_Erbb2"	"Btc"	"Erbb2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9662041"
"Btc_Erbb3"	"Btc"	"Erbb3"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9312020"
"Btc_Erbb4"	"Btc"	"Erbb4"	"known"	"DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10214951,11254912"
"Btla_Cd247"	"Btla"	"Cd247"	"novel"	"STRING.binding,"	"putative "	""	""
"Btla_Cd79a"	"Btla"	"Cd79a"	"novel"	"STRING.binding,"	"literature"	"supported"	"19155498"
"Btla_Tnfrsf14"	"Btla"	"Tnfrsf14"	"known"	"IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Receptor"	"literature"	"supported"	"15568026"
"Btla_Vtcn1"	"Btla"	"Vtcn1"	"novel"	"HPRD,"	"literature"	"supported"	"12796776"
"C1qa_Cd93"	"C1qa"	"Cd93"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"9476117"
"C1qa_Cr1l"	"C1qa"	"Cr1l"	"novel"	"HPRD,"	"literature"	"supported"	"10528211"
"C1qa_Cspg4"	"C1qa"	"Cspg4"	"novel"	"HPRD,"	"literature"	"supported"	"9013976"
"C1qb_Lrp1"	"C1qb"	"Lrp1"	"novel"	"literature"	"supported"	"11560994"	""
"C1qtnf1_Avpr2"	"C1qtnf1"	"Avpr2"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"12409230"
"C1qtnf5_Mfrp"	"C1qtnf5"	"Mfrp"	"novel"	"HPRD,"	"literature"	"supported"	"12944416"
"BC055324_Plscr4"	"BC055324"	"Plscr4"	"novel"	"STRING.binding,"	"putative "	""	""
"1700013F07Rik_Plscr4"	"1700013F07Rik"	"Plscr4"	"novel"	"STRING.binding,"	"putative "	""	""
"C3_C3ar1"	"C3"	"C3ar1"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11342658,20527893"
"C3_C5ar2"	"C3"	"C5ar2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11773063"
"C3_Cd19"	"C3"	"Cd19"	"novel"	"STRING.binding,HPMR.Ligand"	"literature"	"supported"	"15454921"
"C3_Cd46"	"C3"	"Cd46"	"novel"	"HPRD,STRING.binding,HPMR.Ligand"	"literature"	"supported"	"1717583"
"C3_Cd81"	"C3"	"Cd81"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"C3_Cr1l"	"C3"	"Cr1l"	"novel"	"HPRD,STRING.binding,HPMR.Ligand"	"literature"	"supported"	"9988761,10382758"
"C3_Ifitm2"	"C3"	"Ifitm2"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"C3_Gm49368"	"C3"	"Gm49368"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"4062888,11073102"
"C3_Itgax"	"C3"	"Itgax"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"4062888,7512600"
"C3_Itgb2"	"C3"	"Itgb2"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"4062888"
"C3_Lrp1"	"C3"	"Lrp1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10608878"
"C4bp_Bmpr2"	"C4bp"	"Bmpr2"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"15188402"
"C4bp_Cd40"	"C4bp"	"Cd40"	"novel"	"STRING.binding,HPMR.Receptor"	"literature"	"supported"	"12818164"
"C4bp_Lrp1"	"C4bp"	"Lrp1"	"novel"	"HPRD,HPMR.Receptor"	"literature"	"supported"	"11705989"
"C4b_Cd46"	"C4b"	"Cd46"	"novel"	"HPRD,"	"literature"	"supported"	"1717583"
"C4b_Cr1l"	"C4b"	"Cr1l"	"novel"	"HPRD,"	"literature"	"supported"	"10528211"
"Hc_C5ar1"	"Hc"	"C5ar1"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"1847994,10602324,9881961,15661745,11773063,9553099"
"Hc_C5ar2"	"Hc"	"C5ar2"	"known"	"HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11773063,12899627"
"2300002M23Rik_Ddr1"	"2300002M23Rik"	"Ddr1"	"novel"	"STRING.binding,HPMR.Receptor"	"putative "	""	""
"Calca_Calcr"	"Calca"	"Calcr"	"known"	"HPMR,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"2158663,15692146,11023820,9487987,14722252,7588285,12565884,10342886,11033437"
"Calca_Calcrl"	"Calca"	"Calcrl"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9620797,8626685,14668209,3001670,12234182"
"Calca_Ramp1"	"Calca"	"Ramp1"	"known"	"HPMR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9620797,12234182"
"Calca_Ramp2"	"Calca"	"Ramp2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16531504"
"Calcb_Calcr"	"Calcb"	"Calcr"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15692146"
"Calcb_Calcrl"	"Calcb"	"Calcrl"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12196113"
"Calcb_Ramp1"	"Calcb"	"Ramp1"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12529937"
"Calr_Itga2b"	"Calr"	"Itga2b"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14985176"
"Calr_Itga3"	"Calr"	"Itga3"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8006073,11327697"
"Calr_Itgav"	"Calr"	"Itgav"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12196561"
"Calr_Lrp1"	"Calr"	"Lrp1"	"novel"	"HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14980518,12821648"
"Calr_Mtnr1a"	"Calr"	"Mtnr1a"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"17215244"
"Calr_Scarf1"	"Calr"	"Scarf1"	"known"	"HPMR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15371419"
"Calr_Tshr"	"Calr"	"Tshr"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12383251"
"Camp_Egfr"	"Camp"	"Egfr"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Camp_Igf1r"	"Camp"	"Igf1r"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Camp_P2rx7"	"Camp"	"P2rx7"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Cck_Cckar"	"Cck"	"Cckar"	"known"	"HPMR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10368033,10400673,10400673,11300760,9006937,9603948,10595537"
"Cck_Cckbr"	"Cck"	"Cckbr"	"known"	"HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10368033,10438490,8349705,7681836,10438490,12695525,15068617,15520004,15001692"
"Ccl11_Ackr2"	"Ccl11"	"Ackr2"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9405404"
"Ccl11_Ackr4"	"Ccl11"	"Ackr4"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10734104"
"Ccl11_Ccr2"	"Ccl11"	"Ccr2"	"known"	"IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12554737,15207250,11264152"
"Ccl11_Ccr3"	"Ccl11"	"Ccr3"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8642344,9276730,10488147,16339911,12761559,10854442,8642344,9712872,8609214,8676064"
"Ccl11_Ccr5"	"Ccl11"	"Ccr5"	"known"	"DLRP,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10477718,11264152,10477718"
"Ccl11_Cxcr3"	"Ccl11"	"Cxcr3"	"known"	"DLRP,IUPHAR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9660793"
"Ccl9_Ccr1"	"Ccl9"	"Ccr1"	"known"	"DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9346309"
"Ccl9_Ccr3"	"Ccl9"	"Ccr3"	"known"	"DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9346309"
"Ccl17_Ccr4"	"Ccl17"	"Ccr4"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9169480,9430724,9169480"
"Ccl17_Ccr8"	"Ccl17"	"Ccr8"	"known"	"DLRP,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12832759,9521068"
"Ccl19_Ackr2"	"Ccl19"	"Ackr2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10706668"
"Ccl19_Ackr4"	"Ccl19"	"Ackr4"	"known"	"IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"23341447,10706668"
"Ccl19_Ccr10"	"Ccl19"	"Ccr10"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10706668"
"Ccl19_Ccr7"	"Ccl19"	"Ccr7"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11342595,9153236,9507024"
"Ccl19_Ccrl2"	"Ccl19"	"Ccrl2"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"20002784"
"Ccl19_Cxcr3"	"Ccl19"	"Cxcr3"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9660793"
"Ccl20_Ccr6"	"Ccl20"	"Ccr6"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12964882,9169459,9294137,12081481,9223454,9169459"
"Ccl20_Cxcr3"	"Ccl20"	"Cxcr3"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9660793"
"Ccl21b_Ackr2"	"Ccl21b"	"Ackr2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10706668"
"Ccl21b_Ackr4"	"Ccl21b"	"Ackr4"	"known"	"IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"23341447,10706668"
"Ccl21b_Ccr7"	"Ccl21b"	"Ccr7"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11970971,9507024,9585422"
"Ccl21b_Cxcr3"	"Ccl21b"	"Cxcr3"	"known"	"DLRP,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11907075"
"Ccl22_Ccr4"	"Ccl22"	"Ccr4"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9430724,9933589,9743322"
"Ccl24_Ccr2"	"Ccl24"	"Ccr2"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"15207250"
"Ccl24_Ccr3"	"Ccl24"	"Ccr3"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10488147,15207250,16339911,12218106"
"Ccl27b_Ackr2"	"Ccl27b"	"Ackr2"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"11821900,10725697,10725696"
"Ccl27b_Ccr10"	"Ccl27b"	"Ccr10"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12718728,10725697,11821900"
"Ccl28_Ackr2"	"Ccl28"	"Ackr2"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10781587"
"Ccl28_Ccr10"	"Ccl28"	"Ccr10"	"known"	"HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10781587,10975800"
"Ccl28_Ccr3"	"Ccl28"	"Ccr3"	"known"	"HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12964882,10975800"
"Ccl2_Ackr2"	"Ccl2"	"Ackr2"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9364936,9405404"
"Ccl2_Ackr4"	"Ccl2"	"Ackr4"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10734104"
"Ccl2_Ccr1"	"Ccl2"	"Ccr1"	"known"	"DLRP,HPMR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7679328,8631787"
"Ccl2_Ccr10"	"Ccl2"	"Ccr10"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9364936,10706668"
"Ccl2_Ccr2"	"Ccl2"	"Ccr2"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9287323,9276730,9346309,12554737,15207250,10770925,10529171,9287323"
"Ccl2_Ccr3"	"Ccl2"	"Ccr3"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8642344"
"Ccl2_Ccr4"	"Ccl2"	"Ccr4"	"known"	"HPMR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16421945"
"Ccl2_Ccr5"	"Ccl2"	"Ccr5"	"known"	"IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16298345,10477718"
"Ccl3_Ackr2"	"Ccl3"	"Ackr2"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9405404"
"Ccl3_Ccr1"	"Ccl3"	"Ccr1"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9115216,12381680,11170631,9624164,8530354,10660125,10202040,7545673"
"Ccl3_Ccr3"	"Ccl3"	"Ccr3"	"novel"	"HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7594543"
"Ccl3_Ccr4"	"Ccl3"	"Ccr4"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8573157"
"Ccl3_Ccr5"	"Ccl3"	"Ccr5"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12964882,11170631,16298345,9790730,11700073,10477718"
"Ccl4_Ackr2"	"Ccl4"	"Ackr2"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9405404"
"Ccl4_Ccr1"	"Ccl4"	"Ccr1"	"known"	"DLRP,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12381680,8530354,7594543"
"Ccl4_Ccr3"	"Ccl4"	"Ccr3"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"7622448"
"Ccl4_Ccr5"	"Ccl4"	"Ccr5"	"known"	"DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12964882,16298345,9790730,12427015,8663314"
"Ccl4_Ccr8"	"Ccl4"	"Ccr8"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9521068"
"Ccl5_Ackr2"	"Ccl5"	"Ackr2"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9405404"
"Ccl5_Ackr4"	"Ccl5"	"Ackr4"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9469451"
"Ccl5_Ccr1"	"Ccl5"	"Ccr1"	"known"	"DLRP,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9624164,8530354,9289016,11116158,14637022,12270118,7545673"
"Ccl5_Ccr3"	"Ccl5"	"Ccr3"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8642344,9289016,8642344"
"Ccl5_Ccr4"	"Ccl5"	"Ccr4"	"known"	"DLRP,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12270118,8573157"
"Ccl5_Ccr5"	"Ccl5"	"Ccr5"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12964882,10318947,16298345,9790730,9289016,8663314,11116158,14637022,10477718"
"Ccl5_Cxcr3"	"Ccl5"	"Cxcr3"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9660793"
"Ccl5_Gpr75"	"Ccl5"	"Gpr75"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"17001303"
"Ccl5_Sdc1"	"Ccl5"	"Sdc1"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14637022"
"Ccl5_Sdc4"	"Ccl5"	"Sdc4"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"14637022"
"Ccl7_Ackr2"	"Ccl7"	"Ackr2"	"known"	"DLRP,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9364936,9405404"
"Ccl7_Ackr4"	"Ccl7"	"Ackr4"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10734104"
"Ccl7_Ccr1"	"Ccl7"	"Ccr1"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9115216,12381680,11994538,8530354,7545673"
"Ccl7_Ccr10"	"Ccl7"	"Ccr10"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9364936"
"Ccl7_Ccr2"	"Ccl7"	"Ccr2"	"known"	"DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8530354,9276730,9346309,12554737"
"Ccl7_Ccr3"	"Ccl7"	"Ccr3"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8642344"
"Ccl7_Ccr5"	"Ccl7"	"Ccr5"	"known"	"DLRP,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"16298345,10477718"
"Ccl7_Cxcr3"	"Ccl7"	"Cxcr3"	"known"	"IUPHAR,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9660793"
"Ccl12_Ackr2"	"Ccl12"	"Ackr2"	"known"	"DLRP,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9405404"
"Ccl12_Ackr4"	"Ccl12"	"Ackr4"	"novel"	"HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10734104"
"Ccl12_Ccr1"	"Ccl12"	"Ccr1"	"known"	"DLRP,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9115216"
"Ccl12_Ccr2"	"Ccl12"	"Ccr2"	"known"	"DLRP,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12554737,9115216,12149192"
"Ccl12_Ccr3"	"Ccl12"	"Ccr3"	"known"	"DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"9005985"
"Ccl12_Ccr5"	"Ccl12"	"Ccr5"	"known"	"DLRP,HPMR,IUPHAR,HPRD,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12964882,9790730,9468473,10477718"
"Cd14_Itga4"	"Cd14"	"Itga4"	"novel"	"literature"	"supported"	"17274987"	""
"Cd14_Itgb1"	"Cd14"	"Itgb1"	"novel"	"literature"	"supported"	"17274987"	""
"Cd34_Sell"	"Cd34"	"Sell"	"known"	"HPMR,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"12889478"
"Cd34_Selp"	"Cd34"	"Selp"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Cd40lg_Cd40"	"Cd40lg"	"Cd40"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,STRING.experiment,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"1374165,10647992,7516405,7543281"
"Cd40lg_Gm49368"	"Cd40lg"	"Gm49368"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Cd40lg_Itgb2"	"Cd40lg"	"Itgb2"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Cd40lg_Traf3"	"Cd40lg"	"Traf3"	"novel"	"STRING.binding,HPMR.Ligand,HPMR.Receptor"	"putative "	""	""
"Cd55b_Cr1l"	"Cd55b"	"Cr1l"	"novel"	"HPRD,HPMR.Ligand"	"literature"	"supported"	"11694537"
"Cd5l_Cd5"	"Cd5l"	"Cd5"	"novel"	"STRING.binding,"	"literature"	"supported"	"9723705"
"Cd70_Cd27"	"Cd70"	"Cd27"	"known"	"DLRP,HPMR,IUPHAR,HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"8120384,8186199,8580829,15723067,7479974,9862673,9767422"
"Cdh1_Cdh2"	"Cdh1"	"Cdh2"	"novel"	"STRING.binding,HPMR.Ligand"	"putative "	""	""
"Cdh1_Egfr"	"Cdh1"	"Egfr"	"novel"	"HPRD,STRING.binding,HPMR.Ligand,HPMR.Receptor"	"literature"	"supported"	"10969083"
